,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,user_location,num_followers,search_keywords,search_neighbourhood
156,"ALERT: New high roller bet posted!
A bet has been placed for $150,000.00 on California Riverside Highlands - Portland Pilots to win $270,000.00.
To view this bet or copy it https://t.co/4dTvQA1Oxs https://t.co/W9tcdOwjh2",2022-12-29 00:19:43.505877,1606064904863207424,2022-12-22 23:11:27+00:00,0,0,0,0,,,KySelectAAU,N. Kentucky ,3096,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (community social planning council OR tenant action group victoria OR corporation of the township of esquimalt OR salvation army victoria arc OR win OR literacy victoria OR victoria aids resource community services OR temporary housing OR couch surfing OR safe supply OR evict OR overdose) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
157,"Available 2023 PG @seth_ryan1 had a solid night, with 12 points, 6 assist, 3 steals, and 2 rebounds in a win for Highlands!",2022-12-29 00:19:43.505896,1605972256429027328,2022-12-22 17:03:18+00:00,0,0,6,1,"Indiana, USA",1010ecfa7d3a40f8,HackensackHs,"Hackensack, NJ",62,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (community social planning council OR tenant action group victoria OR corporation of the township of esquimalt OR salvation army victoria arc OR win OR literacy victoria OR victoria aids resource community services OR temporary housing OR couch surfing OR safe supply OR evict OR overdose) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
158,"Comets 💫 have a stellar day Vs. N. Highlands taking the Win &amp; impressive team scores - Joey Parrilli 224- 612 series🎳, Marcus Caiquo 181💫, John James 211,201-608 🎳 Mike Rizzo 192 💫, Matt Lugo 223,278 - 671 💙💛💫🎳  Marissa Dooley rolled 209 🎳💫@HackensackAthl1 @HHSComets",2022-12-29 00:19:43.505917,1605936220244037632,2022-12-22 14:40:06+00:00,0,0,3,1,,,cyoungIII,"Clarksburg, WV",522,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (community social planning council OR tenant action group victoria OR corporation of the township of esquimalt OR salvation army victoria arc OR win OR literacy victoria OR victoria aids resource community services OR temporary housing OR couch surfing OR safe supply OR evict OR overdose) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
159,"WVNews247: RED HOT: Gabby Reep continued her strong senior season in leading Bridgeport past Laurel Highlands in girls basketball action. Read all about it:
https://t.co/QbksvzQQkO https://t.co/FIjH8MQ7UI",2022-12-29 00:19:43.505933,1605899778004553728,2022-12-22 12:15:17+00:00,0,0,0,0,,,WVNews247,West Virginia,8670,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (community social planning council OR tenant action group victoria OR corporation of the township of esquimalt OR salvation army victoria arc OR win OR literacy victoria OR victoria aids resource community services OR temporary housing OR couch surfing OR safe supply OR evict OR overdose) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
170,"@coppergrease @magnusllewellin Not sure what the connection is between large landowners in the Highlands and housing shortages in the Central Belt. Those landowners want people to move to their properties, but people don't want to leave the central belt. Lack of affordable housing is a ScotGov created problem",2022-12-29 00:19:49.280673,1606003140343566348,2022-12-22 19:06:01+00:00,0,0,0,0,,,PerthScot,"Perth, Scotland",426,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (foundry victoria OR the cridge centre for the family OR dvba OR solid outreach OR 1up victoria single parent resource centre OR need2 suicide prevention education  support OR victoria chamber OR aceh OR affordable housing OR front line worker OR poverty OR social structure) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
176,@Nomorekingdoms @bcndp #saysomething CURSED #DavidEby GUILTY OF HATE &amp;GENOCIDE against innocent #saanich WIDOW!🤡KNEW MY🏡WAS BEING STOLEN&amp; STAYED SILENT🤬#EnoughIsEnough@bcchamberofcom @BCHeadlines @timescolonist @nationalpost @BCFSAuthority @StewGlobal @pressprogress @StarOpinion @MaximeBernier https://t.co/q6vRyyxVbG #MeToo #HateCrime #Genocide @saanich WIDOW HAS🏡STOLEN by #CIBC @SaanichPolice @Dave_Eby @BCSupremeCourt @LawSocietyofBC @BCSheriffs “PUBLIC☠️SERVANTS” https://t.co/qaCcGTgYbwREAD https://t.co/S6736avZcAhttps://t.co/LIdSVAsZ2m@JCCFCanada @fumano @WAGE_FEGC @FeministaCanada https://t.co/5DvyFFDQHr,2022-12-29 00:19:52.244718,1606172305113382912,2022-12-23 06:18:13+00:00,0,0,0,0,,,HatedByBCgovt,Hell ,41,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
183,"Dayton, Middletown, Cincinnati &amp; KY
Springboro, Middletown, Miamisburg, West Carrollton City, Centerville, 
Trenton, Lebanon, Kettering, Mason, Dayton, 
Trotwood, Beavercreek, 
Hamilton, Riverside, Fairfield, OH #Follow 
@GracielaRMcLau1
#Homeless backpack
https://t.co/hWUPfvseCs https://t.co/fzVKjCWEhf",2022-12-29 00:20:06.002435,1606727660771880960,2022-12-24 19:05:00+00:00,0,0,0,0,,,MonicaWilfredo,,9,"(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
244,I’m just so disgusted with AmericInn by Wyndham Fairfield and their prejudice towards blacks. They were at my house all day until late at night and by morning were told they were out because they could smell drugs. They were NO drugs,2022-12-29 00:20:23.116981,1607850905197547528,2022-12-27 21:28:22+00:00,0,0,0,0,,,RedCrossNNE,Maine-NH-VT,2305,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
245,We are looking for a buyer on 4780 Pleasant Avenue Unit 2 #Fairfield #OH  #realestate https://t.co/hBHm5cgs6A https://t.co/hqDOHHcoYA,2022-12-29 00:20:23.116991,1607846056724774914,2022-12-27 21:09:06+00:00,0,0,0,0,"Fairfield, OH",010dd00546dbccf2,InspectionEagle,,0,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
246,"Warde vs Fairfield Prep | Connecticut High School Basketball
Watch Live Here : https://t.co/egtHBIShwt
The Fairfield Prep (Fairfield, CT) varsity basketball team has a home non-conference game vs. Warde (Fairfield, CT) on today @ 8p.",2022-12-29 00:20:23.117003,1607845618357252097,2022-12-27 21:07:22+00:00,0,0,0,0,,,brittniinicolex,"Tyler, TX",1832,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
247,"Notre Dame Catholic vs Ludlowe | Connecticut High School Basketball
Watch Live Here : https://t.co/egtHBIShwt
The Ludlowe (Fairfield, CT) varsity basketball team has a home non-conference game vs. Notre Dame Catholic (Fairfield, CT) on today @ 6p.",2022-12-29 00:20:23.117015,1607845299539841024,2022-12-27 21:06:06+00:00,0,0,0,0,,,tavia_cw,chicago,1253,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
248,@Americinn  I am furious that my niece her daughter and husband who is black were kicked out of the hotel at AmericInn by Wyndham Fairfield because they thought they could smell drugs. They do Not do drugs at all. They charged them two days but there 1,2022-12-29 00:20:23.117025,1607844986665537537,2022-12-27 21:04:51+00:00,1,0,0,0,,,WilliamHBrown,,2542,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
249,"Warde vs Fairfield Prep Live High School Boys Basketball
Livestream at : https://t.co/dslEwIO549 
Mustangs vs Jesuits
The Fairfield Prep (Fairfield, CT) varsity basketball team has a home non-conference game vs. Warde (Fairfield, CT) on Tuesday, December 27 @ 8p.",2022-12-29 00:20:23.117038,1607831255869186048,2022-12-27 20:10:18+00:00,0,0,0,0,,,LivEchonews,"Liverpool, UK",528707,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
250,"This is a fantastic opportunity to own a brand new home in Fairfield Plantation! Master suite on the main level with a gorgeous bathroom and...

Click here for details:
https://t.co/XudFp3CWb5 https://t.co/UOt6bN5dFi",2022-12-29 00:20:23.117050,1607818798291161089,2022-12-27 19:20:47+00:00,0,0,0,0,,,LPEnthusiasts,,1116,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
251,"This is a fantastic opportunity to own a brand new home in Fairfield Plantation! Master suite on the main level with a gorgeous bathroom and...

Click here for details:
https://t.co/wXNGWeN7T9 https://t.co/Ej6EUdwDGV",2022-12-29 00:20:23.117060,1607817656597446656,2022-12-27 19:16:15+00:00,0,0,0,0,,,fairfieldpearl,"Pearl, Mississippi",396,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
