,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,score_matches,relevant,File #,From,Notes
999,"Our experiences are real, our stories are raw, and we're ready to talk about it on 6 microphones + a podium in Carson Hall.

Don't say we didn't warn you.

Please join Canadian Women in Cannabis Tuesday at Grow Up in Victoria, BC. To be recorded by @TheDifferentCo, with thanks! https://t.co/aXPiG3PTOv",34:28.6,1.54E+18,2022-06-20 18:36:25+00:00,0,0,0,0,,,,,CannaWrite,4733,Victoria (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,Victoria,Positive,0.570634425,yes,no,6,Ju,
188,"@IamNomad -Watersports/ hiking in the Columbia River Gorge
-Explore Portland foodie scene
-Buy expensive shit (no sales tax)
-Visit wine country in Willamette Valley (45 min away)
-Timbers game

Proper downtown is mostly a homeless shithole now unfortunately, but the east side still solid",32:31.1,1.54E+18,2022-06-17 02:30:25+00:00,0,0,2,0,,,,,Tells_No_Lies,30,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡) (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡,Neutral,0.722566485,yes,No,6,Ju,Oregon
1030,"@death_cab_for_Q @SouthernDiscom6 @ianbremmer I dont think it was unprovoked,the us has been infiltrated in a debt ridden ukraine for some time now-At one point Victoria Nuland was handing out cookies in Kiev, in an attempt toâ€œshow her sympathyâ€to locals,she ended up toppling the legitimate government https://t.co/Vv9dNHtt2P",34:28.6,1.54E+18,2022-06-19 16:20:20+00:00,1,0,1,0,,,,,tania_cm,80,Victoria (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,Victoria,Negative,0.759092391,yes,No,7,Ju,Not vic
1327,"@MS_athlete Zoning ""training"" sounds a bit like a euphemism for stalling. New councils in both YYJ and YVR should commit to mass upzoning, with conditions that new housing meet stringent minimums for non-market housing large enough for families. Lots of it.

1/2",35:15.7,1.54E+18,2022-06-18 20:28:45+00:00,1,0,3,0,,,,,vergekent,353,YYJ (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,YYJ,Neutral,0.554501414,yes,yes,7,Ju,
569,"@MrPeterMasters @RMTunion But, of course, you are, aren't you!

I fully support our front line hero's, not the duplicitous Unicorn Hunters promising sunlit uplands, and actually screwing our Fisheries, Farmers, Industry and Consumers!",33:39.1,1.54E+18,2022-06-20 18:47:30+00:00,0,0,0,0,,,,,Voiceofconscie3,94,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Negative,0.418386787,yes,no,7,Ju,
1132,"""A man has been arrested after a 10-year-old girl was sexually assaulted at Londonâ€™s Victoria station.

The victim was inside Boots in Victoria Place Shopping Centre at 2.50pm on Saturday when she was attacked, police said.""

https://t.co/s6TfsIw74P",34:31.7,1.54E+18,2022-06-20 16:29:52+00:00,0,0,1,0,,,,,Nineteen8OFour,2439,"Victoria (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",Victoria,Negative,0.700672269,yes,no,7,Ju,
1308,"Join us at our press conference where we are  introducing 2 of our outstanding candidates to run for Langford City Council this fall.

Langford: you CAN have a voice &amp; these candidates will bring it to the table for you!
https://t.co/4hMSHcnuL5
#langfordbc #yyj #bcpoli https://t.co/5oC4ysHUzZ",35:12.9,1.54E+18,2022-06-15 17:31:58+00:00,1,2,7,4,,,,,VibrantVictoria,13018,YYJ (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,YYJ,Positive,0.745736003,yes,yes,7,Ju,influencer about langford
27,"Sidney Lumet's 'BEFORE THE DEVIL KNOWS YOU'RE DEAD' is a well constructed family drama,meshed lightly with crime,riven with teriffic performances &amp; direction.Allows a great script to emerge &amp; deftly makes a tricky,time shifting narrative works like its fat easier than it looks. https://t.co/eroKTwTwGm https://t.co/T3LjLrMSmu",31:46.0,1.54E+18,2022-06-18 15:27:24+00:00,0,0,3,1,,,,,KaptanSparoow,122,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Positive,0.670674324,yes,no,7,Ju,
1339,"I wanna give a shout out to a(nother?) #saanichvotes candidate who is really present, on this file and for the LGBTQ2S+ community #yyj. 

We all need to be allies right now. And not because we are â€˜wokeâ€™ nor because itâ€™s #Pride2022 . 
But because violence and hate are intolerable https://t.co/naKMWK5R4x",35:17.2,1.54E+18,2022-06-18 17:07:41+00:00,0,0,4,1,"Saanich, British Columbia",52bc3157f597168a,"[-123.478699, 48.433384, -123.262977, 48.559067]",,Trevor4saanich,469,"YYJ (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",YYJ,Positive,0.887249649,yes,yes,7,Ju,Victoria and violence
724,"New York Governess Victoria Coleman survives an attack but finds herself in a #family way. When her employer finds out, the kind man tells her she is safe there. Check out A HUSBAND FOR VICTORIA! Book 1 in The Brides of Golden City Kindle: https://t.co/y0yXqsXYym",34:22.2,1.54E+18,2022-06-20 15:45:02+00:00,0,0,0,0,,,,,CynthiaWoolf,29703,Victoria (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,Victoria,Positive,0.604135811,yes,no,7,Ju,
1250,"@Christian_ESEM I literally just past Victoria... The city is vibrant tonight.

Friggin love it",34:33.3,1.54E+18,2022-06-17 20:30:18+00:00,2,0,4,0,,,,,RetroPrincess1,7477,Victoria (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,Victoria,Positive,0.9765836,yes,yes,7,Ju,
742,@shravaka I just wonder in Victoria and elsewhere do they turn the poker machines off before medical equipment.  Sad world but I won't be here long poor kids and grandchildren.,34:22.2,1.54E+18,2022-06-20 09:14:13+00:00,1,0,6,1,,,,,DianeNaumoff,82,Victoria (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,Victoria,Negative,0.872680485,no,no,7,Ju,
295,"It is with great pleasure that we announce Frans van Houten, CEO - Royal Philips, as one of our speakers at the ICHOM 2022 Conference. Click: https://t.co/0deG9T5I93 to register &amp; here: https://t.co/CN0pDNJEer to view the rest of the incredible Conference Agenda!  #ICHOM2022 https://t.co/WLzWUQPJ1i",32:47.5,1.54E+18,2022-06-15 16:47:50+00:00,1,0,0,0,,,,,ICHOM_ORG,5021,"(view royal OR harris green OR hillside-quadra OR vic west OR stadacona park OR lochside OR tsartlip) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",view royal OR harris green OR hillside-quadra OR vic west OR stadacona park OR lochside OR tsartlip,Positive,0.97565937,yes,no,7,Ju,
203,@_didonny @funshographix @deji_tame @dewoyin_ We know the man that wrote stolen Legacy Gorge G. M. James. Pls can you tell me one person that wrote Bible.?,32:33.7,1.54E+18,2022-06-15 17:47:13+00:00,1,0,0,0,,,,,shalomhans,1432,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡) (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡,Neutral,0.779592812,yes,no,7,Ju,
246,"@CareterraWind With that, Razyel got to the bridge between the Kvaris Camp and the Bergana Ruins.

He simply motioned with his head to follow once more, as he then took a leap from the bridge, and directly onto the Gorge below.

He would land, just fine as &gt;",32:36.6,1.54E+18,2022-06-20 00:28:11+00:00,1,0,0,0,,,,,EclipsingEtoile,62,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡,Neutral,0.810549855,yes,no,7,Ju,
1415,"Listen to an interview with GVHS ED Virginia Holden regarding the proactive cost of living wage increase for all staff.

https://t.co/XBGjuBTDYN",38:43.9,1.54E+18,2022-06-17 17:08:17+00:00,0,1,1,0,,,,,yyj_housing,1106,(from:yyj_housing OR from:peersvictoria OR from:quadravillage OR from:south_island_c OR from:victoriadra) (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,individual,Neutral,0.84111768,yes,yes,7,Ju,
881,"Courtesy of The Age  here's an article detailing the Vicki Cleary story and how via Phil and the Cleary family, Coburg FC is using it's platform to achieve change and end violence against women.   
https://t.co/iit6DqMpza
 #WeAreCoburg",34:25.3,1.54E+18,2022-06-20 06:29:49+00:00,0,0,8,1,,,,,CoburgFC,4845,"Victoria (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",Victoria,Neutral,0.820873737,yes,yes,7,Ju,
565,"Special team of #Golf_Green PS arrested youth for having direct complicity into a bike theft case.
After close interrogation, further in pursuant to his statement, 1 Grey Pulsar 180 has been recovered near Golf Green Central Park.
#SSD

@CPKolkata
@KolkataPolice
@KPDetectiveDept https://t.co/0L45AhNiZt",33:37.7,1.54E+18,2022-06-14 04:33:27+00:00,1,1,48,12,,,,,VibrantVictoria,13018,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Neutral,0.729993343,yes,No,7,Ju,Different vic
189,@crypticmissive @BootstrapCook I hear you &amp; feel you. I canâ€™t leave food on my plate. Youâ€™ve reminded me of a time when I was 16 (&amp; homeless): I got a nightshift job in a bakery &amp; would pilfer pastries &amp; sit in the toilet on my break &amp; gorge them until I was nearly sick bc I knew it would be my only meal,32:31.1,1.54E+18,2022-06-16 17:29:43+00:00,1,0,1,0,,,,,gwendabird,1420,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡) (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡,Neutral,0.505915225,yes,yes,7,Ju,
779,"'Poor and unacceptable' behaviour playing out in Victorian local councils, report finds https://t.co/JrtRFIRYkZ",34:22.2,1.54E+18,2022-06-19 20:21:35+00:00,5,0,3,1,,,,,h3llokittyangel,6114,Victoria (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,Victoria,Negative,0.828947484,yes,no,7,Ju,
1274,"Spent an amazing Tuesday with @expensivecare and @murphy718 visiting the Monash simulation training, The Alfred hospital and the Adult Retrieval Victoria ops centre and at the airfield. When youâ€™ve seen one system, youâ€™ve seen one system. #ems https://t.co/UjYSxWVohi",34:33.3,1.54E+18,2022-06-15 23:24:54+00:00,0,0,18,2,"Melbourne, Victoria",01864a8a64df9dc4,"[144.593741856, -38.433859306, 145.512528832, -37.5112737225]",,batemanfdn,3253,Victoria (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,Victoria,Positive,0.942805827,yes,no,7,Ju,
809,"@TimSmithMP_LP @OzraeliAvi Call avi that, did you see what Victoria police did to people?
Body slamming people and unlawful arrests.",34:23.7,1.54E+18,2022-06-20 12:39:44+00:00,1,0,1,0,,,,,BenDG19,125,Victoria (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,Victoria,Negative,0.846382201,yes,yes,7,Ju,
405,"POWERFUL letter from @FFSafeStreets about #ActiveTO &amp; Lake Shore Blvd West:

""The anguish of the bereaved families and survivors in the aftermath of road violence is impossible to put into words.... it is worse than being late to a baseball game.""
 https://t.co/qcK3Geo8DH https://t.co/S76PGQ7pt1",33:08.7,1.54E+18,2022-06-14 20:17:06+00:00,2,2,59,19,,,,,midweekcycling,2875,"(juan de fuca OR oaklands OR oak bay OR west shore OR cecelia ravine park OR pandora avenue OR pauquachin) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",juan de fuca OR oaklands OR oak bay OR west shore OR cecelia ravine park OR pandora avenue OR pauquachin,Negative,0.558417261,yes,no,7,Ju,
396,"Oaklandâ€™s Little Saigon Shop Owners Say Crime â€˜Increasing Exponentially,â€™ Crowdfund for Cameras,Â Improvements https://t.co/HhnrJoLeNM",33:07.5,1.54E+18,2022-06-15 13:24:14+00:00,0,0,1,0,,,,,ThinhLe510,0,(juan de fuca OR oaklands OR oak bay OR west shore OR cecelia ravine park OR pandora avenue OR pauquachin) (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,juan de fuca OR oaklands OR oak bay OR west shore OR cecelia ravine park OR pandora avenue OR pauquachin,Neutral,0.823830485,yes,no,7,Ju,
359,"A great hiking, biking, camping, and beach spot just two hours north of Chicago! https://t.co/gKje7lAnVR @WDNR #nature #Wisconsin",33:00.9,1.54E+18,2022-06-20 13:54:39+00:00,0,0,2,0,,,,,NatureinChicago,400,"(esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout,Positive,0.932373583,yes,no,7,Ju,
1107,@CityKitchener @DarrenKropf @Cycle_WR @seangtait @cyclelobbywr The Region is looking to support @CityKitchener's Downtown Cycling Grid with improvements to Duke St. (also a Regional Rd.) to make it safer and to provide connectivity to the future King-Victoria Transit Hub. Stay up-to-date on those improvements at https://t.co/PlBu2ouuqk,34:30.1,1.54E+18,2022-06-16 15:56:24+00:00,2,1,0,0,,,,,inframagoz,804,Victoria (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,Victoria,Neutral,0.588383496,yes,no,7,Ju,
935,"A suspected thief is fighting for life after an alleged break-in at a fish and chip shop in Geelong in Victoria's west. #9News
https://t.co/Qxxj2k4mS8",34:26.8,1.54E+18,2022-06-20 17:00:02+00:00,0,0,0,0,,,,,9NewsAdel,95929,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,Victoria,Negative,0.663157582,Yes,No,8,Josh,
186,"â¦â¦.â¦â¦@UniteThePoorâ©
activist Jay Waxse holds a picture of Miguel Gonzales, 59, who died homeless in the DC neighborhood where he grew up, not far from the home his family lost to a predatory mortgage. There are 5 empty homes for every homeless person in America. https://t.co/lTAoPm7woj",32:31.1,1.54E+18,2022-06-18 03:44:57+00:00,0,0,6,6,,,,,stucknation,4489,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡) (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡,Neutral,0.698723733,Yes,Yes,8,Josh,
759,"Hello, to the Political Governance in City of Victoria, recent article on https://t.co/qQas0fWsl6 , the latest Cruise Ship built ,has its 1st Voyage ,going to the Scrap Yard , a losing and unnecessary industry, that does nothing but harm the worlds resources https://t.co/xdgJYWAoV9",34:22.2,1.54E+18,2022-06-20 01:21:22+00:00,0,0,0,0,,,,,Albert_PrinceC,3490,Victoria (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,Victoria,Negative,0.767213583,Yes,Yes,8,Josh,
1400,"Supernatural BC ....have a look!

 If extreme poverty, Landlord unchecked greed.Corrupt politics, a record high death rate amongst the low and middle class, a un acknowledged housing super crisis. And a evil Nimby troll outbreak,ever get out of the way.",37:26.8,1.54E+18,2022-06-17 03:51:47+00:00,0,0,1,0,,,,,BeaconHillFolks,1110,(from:beaconhillfolks OR from:housesooke OR from:outreachsolid OR from:thebackpackpro1 OR from:tagvictoriabc) (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,individual,Negative,0.810200512,No,Yes,8,Josh,
66,"Make your next career move with Confidential in Sidney, MT Apply here today: https://t.co/8jdWClcO7U #NurseLife #RN",31:52.8,1.54E+18,2022-06-18 20:06:13+00:00,0,0,0,0,"Sidney, MT",f1047810cb674525,"[-104.214609, 47.68539, -104.132855, 47.729536]","[-104.1563253, 47.7166836]",cg_cg_cg_,42,"(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Neutral,0.658349812,Yes,No,8,Josh,
643,@Aj_Almightiful @VictoriaAfrica9 @nhlanhla_lux Idiot..victoria is suspended for ever..lux has moved on..lead from the Frontline get off twitter,34:18.9,1.54E+18,2022-06-15 06:14:45+00:00,1,0,0,0,,,,,ReginaFolkFest,8211,Victoria (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,Victoria,Negative,0.794888735,Yes,No,8,Josh,
1401,"The City holds the Trust for Migan.They asked the court. Should camping be allowed? They are the trustees.They gave us permission.On the basics of logic, of course it should. We had the owners permission! Regardless of any Goverment acts. Law and common sense aren't a given.",37:29.1,1.54E+18,2022-06-17 02:08:48+00:00,0,0,2,0,,,,,BeaconHillFolks,1110,"(from:beaconhillfolks OR from:housesooke OR from:outreachsolid OR from:thebackpackpro1 OR from:tagvictoriabc) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",individual,Neutral,0.86059612,Yes,No,8,Josh,
158,"Crime on the Northside Town Hall

Join me, CM @JohnCourageD9, @BexarCountyDA Gonzales, and SAPD @Chief_McManus on June 23 to learn more about the response to the changing nature of crime in our community.

Questions? Call 210-207-0943 or email council.district8@sanantonio.gov. https://t.co/HzRz7dJRzh",32:28.5,1.54E+18,2022-06-15 23:26:34+00:00,1,1,6,4,"Texas, USA",e0060cda70f5f341,"[-106.645646, 25.837092, -93.508131, 36.500695]",,LowEndLem,79,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡) (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡,Neutral,0.914044499,Yes,No,8,Josh,
959,My name is Piers and Iâ€™m addicted to Bowls Victoria footage on YouTube.,34:26.8,1.54E+18,2022-06-18 10:34:04+00:00,0,0,0,0,,,,,PiersCooper,811,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,Victoria,Positive,0.647624552,Yes,No,8,Josh,
7,@atrupar Poor Sidney disbarred in Texas today.,31:44.6,1.54E+18,2022-06-17 02:59:35+00:00,0,0,1,0,,,,,crazyfamilyomg,4179,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.895507276,Yes,No,8,Josh,
728,"Check out these prototypes we developed for the beautiful city of Melbourne, for Transport for Victoria 
Read more at https://t.co/hebtioCJgk https://t.co/YT34CRAbAn",34:22.2,1.54E+18,2022-06-20 15:05:47+00:00,0,0,0,0,,,,,way_passage,71,Victoria (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,Victoria,Positive,0.772708178,Yes,No,8,Josh,
1033,"@inie_victoria ready stock layout bg &amp; gg â™¡

âŒ 3, 6, 8, 11, 14, 16
ðŸ·ï¸ 8,500 / each 
ðŸ’³ all e-wallet qris https://t.co/aZ79pKpe8t",34:28.6,1.54E+18,2022-06-19 14:44:04+00:00,0,0,0,0,,,,,inssstal,17,Victoria (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,Victoria,Neutral,0.817040443,Yes,No,8,Josh,
957,"It was a busy day for Australian Relief Organisation at Melbourne Victoria market.We have distributed meals and clothing for homeless.
ARO would like to thank to @SiriusAlumni  for providing Burgers; Thursday Friends Denis Sabanovic for providing clothing ,drinks and fruits. https://t.co/9HVSsKQxm8",34:26.8,1.54E+18,2022-06-18 12:59:39+00:00,0,0,6,2,,,,,aurelieforg,612,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,Victoria,Positive,0.740624845,Yes,No,8,Josh,
1322,"""members are building green &amp;...already recycling as much as possible, but theyâ€™re doing it in a more efficient way instead of going through a govt processâ€ Victoria's $19,500 deposit 33% higher than Vancouver's $14,650 https://t.co/JpoF1968Vs https://t.co/4q0ipRBgwN #bcpoli #yyj",35:15.7,1.54E+18,2022-06-19 14:57:03+00:00,0,0,1,0,,,,,CharlesBodi,759,YYJ (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,YYJ,Positive,0.633840561,Yes,Yes,8,Josh,
